Date,Prob_A,Prob_B,Prob_C,RMT_Raw_L,E_pot,Market_Price_A,Target,Weight
2025-03-03,0.05246965639078863,0.6899378408072954,0.5779398669836187,51.06848744738548,3.003641547659134,2.3034124157525406,0.0,1.0
2025-03-04,0.1338424348257212,0.7003419555330885,0.08710478605807022,51.22070816905955,2.8332764081957604,2.2826325146822297,0.0,1.0
2025-03-05,0.19167020241469968,0.45879305070863996,0.056987731386457276,51.17798032198266,2.2580965538981115,2.2881365110790544,0.0,1.0
2025-03-06,0.013379519071686349,0.7244140664588639,0.29920973932869205,51.137992681502034,2.443699008328893,2.306852895932116,0.0,1.0
2025-03-07,0.029343695461971044,0.0019405520362239302,0.0008915504875495593,51.09144088081932,2.840577708952268,2.2661508441832856,0.0,1.0
2025-03-10,0.00035217208428261804,7.790328987084101e-05,2.466212030179978e-05,50.93336102714226,2.2537390686446077,2.265748184926685,0.0,1.0
2025-03-11,0.02640786481461403,0.01774992842726315,0.03614794161039459,50.7875579182732,2.244476851857789,2.2417856180841143,0.0,1.0
2025-03-12,0.010388000658886891,0.6219621444572445,0.3746493700567429,50.78414200252834,2.0673356733055197,2.2562202604403216,0.0,1.0
2025-03-13,0.021399597683059088,0.20163871928231106,0.2152699273683617,50.729710645618034,2.0961739133181645,2.258123997542845,0.0,1.0
2025-03-14,0.19551778611925918,0.18329030697803458,0.45100876378678023,50.7756242999704,1.4540084708802352,2.27084656034747,0.0,1.0
2025-03-17,0.37302290448432107,0.6416992711695375,0.13491280846919115,50.73075253311649,1.6438702688598672,2.291579113246038,0.0,1.0
2025-03-18,0.20042819221372357,0.9162683647306589,0.7410417533049545,50.77674265261816,1.7182831108119516,2.324597363624441,0.0,1.0
2025-03-19,0.6436490510135586,0.9733424741213327,0.7427669316719044,50.780500746428494,1.9144361164374444,2.332252496334421,0.0,1.0
2025-03-21,0.06717928211982585,0.9577075028476949,0.7956921397653794,50.77723983473452,1.838546171578904,2.338264958595446,0.0,1.0
2025-03-24,0.07153969018973917,0.9338220354257604,0.937163744983816,50.69176150918378,1.6530735968172516,2.3298234210972626,0.0,1.0
2025-03-25,0.9138705103412672,0.9763820237841278,0.9212201146365077,50.62822789710757,1.3895798283612415,2.337994185091953,1.0,21.087258193496524
2025-03-26,0.9832365118477793,0.937999934427225,0.946217833406359,50.66204544224838,1.2214543663223223,2.354507173678646,1.0,12.79006862363208
2025-03-27,0.8841556435304152,0.987119113394025,0.9312578373165407,50.7019085237596,1.2263158628555426,2.3517294276045724,1.0,7.757568760061419
2025-03-28,0.9175800660004865,0.9874225602043001,0.9313613082156529,50.68871725925993,1.4919366146084392,2.2988946337768663,1.0,4.705203297806168
2025-03-31,0.011229630510016428,0.02450689175325955,0.011607435497487703,50.93848386489724,2.713107297220373,2.209524434166509,1.0,2.853850060300434
2025-04-01,0.1036400495301396,0.22514411611313911,0.02870654446520583,51.62109173602415,2.704228018367929,2.2159146128433536,1.0,1.7309475597949608
2025-04-02,0.19731798860027547,0.015174958412995102,0.005325367067784512,51.63314632460067,2.263471523882472,2.209382634914902,1.0,1.0498727653704103
2025-04-03,0.945999858205368,0.5971642407535013,0.778169367578514,51.582017285933134,4.053096448897252,2.1373236951579093,0.0,1.0
2025-04-04,0.04862659663669917,0.0026193408754251585,0.023742156851632317,51.6626436215553,4.9337924497669965,2.0702870886386937,0.0,1.0
2025-04-07,0.019646804874452566,0.0027805289869866925,0.05530210258915131,51.400844587967086,9.140694305700174,1.9082919420857232,0.0,1.0
2025-04-08,0.010497453466372077,0.03674040165081238,0.02171247119101046,53.78601383253151,4.294399179635279,2.031026119145872,0.0,1.0
2025-04-09,0.008268050721979218,0.00014359965873819662,0.00034147741755569035,54.66077948755482,5.525560347943119,1.9573063681602352,0.0,1.0
2025-04-10,0.010667209905884344,0.0006356774145661353,0.001276638607053436,55.21245751010203,1.288255100458996,2.1251437192117053,0.0,1.0
2025-04-11,0.008188454703994548,9.84084745181164e-05,0.0001538600805835559,57.24295360200748,2.3182153224936144,2.048311835007174,0.0,1.0
2025-04-14,0.0016684666840164346,8.892821061683014e-05,0.002427899314953868,57.50456673130374,1.884087453431178,2.06730999795695,0.0,1.0
2025-04-15,0.015293030363343537,0.00014511829657761703,6.570889287039355e-05,57.59640028209713,1.3429022304772789,2.0936235824263085,0.0,1.0
2025-04-16,0.012312307400288573,0.00016967624761924857,0.0003087609424356236,57.604808042638375,1.3964285308851736,2.0790470127806997,0.0,1.0
2025-04-17,0.0003742724198512671,2.2244931696477153e-05,5.814849097235083e-06,56.819374101915386,1.1953893242189786,2.107447781484416,0.0,1.0
2025-04-18,0.0015170616884422608,1.3164435641602336e-05,4.304190416830739e-05,50.63746422728983,1.2555295049873998,2.133948742996376,0.0,1.0
2025-04-21,0.00047981028735634825,5.4789871421770186e-05,3.6305312598836755e-05,47.29976536066518,1.3500828794819852,2.1050831851520964,0.0,1.0
2025-04-22,0.0006421314032676887,0.00015921962415252997,3.84384933213473e-05,47.63615138204429,1.4018046991142568,2.1060585271839427,0.0,1.0
2025-04-23,0.00028838206796574317,0.00017972624327775984,3.3298682825939114e-05,47.842704024864574,0.9304133706782116,2.152978257451586,0.0,1.0
2025-04-24,0.048886217877040915,0.00048783380402964616,0.00017999951240517279,48.20559232671667,0.6193104087688317,2.1641260575650816,0.0,1.0
2025-04-25,0.00020621561217535245,0.00023712686793847572,1.2055982366203805e-05,47.65697964793732,0.501925916498121,2.1969551267661465,0.0,1.0
2025-04-28,0.00048065848247735334,0.00041775725511525286,1.9500680480849653e-05,47.66997978911648,0.8904588242952711,2.2163118319242394,0.0,1.0
2025-04-30,0.0003106127113674648,0.0007622043263078864,0.00016983721489176667,47.51522938380421,0.9341375766642084,2.22964556457618,0.0,1.0
