Date,Prob_A,Prob_B,Prob_C,RMT_Raw_L,E_pot,Market_Price_A,Target,Weight
2024-07-01,0.39792160218642336,0.33308585824729103,0.6834803101393213,29.91724598493944,0.9405951722984212,2.364689561681242,0.0,1.0
2024-07-02,0.8051298350769956,0.7659370571160805,0.923841490192046,29.62505020622753,1.135770011349336,2.396598041242071,0.0,1.0
2024-07-03,0.024606599394378193,0.08004624608008364,0.8137621697745197,29.722900000510563,1.516469267407092,2.414094513628589,0.0,1.0
2024-07-04,0.6013997265553465,0.7294850547417254,0.879765586422508,29.583096940324715,1.788594288588489,2.44136085682194,0.0,1.0
2024-07-05,0.9883187300243286,0.9733564607741481,0.9929255662973689,29.65467792573699,1.4745061592703606,2.43040399436194,0.0,1.0
2024-07-08,0.9646947260837295,0.7996658848429278,0.8131397167227179,29.631922610921485,1.5026750384868894,2.4163425757121244,0.0,1.0
2024-07-09,0.8752437155780378,0.8099869211491593,0.34916190021864774,29.43956706867713,3.4921318623151683,2.442456095695912,0.0,1.0
2024-07-10,0.7858111848330738,0.8967753786080578,0.8086789584592602,29.375393255301965,3.996309826232429,2.4609762157256694,0.0,1.0
2024-07-11,0.9420541305949998,0.8538120630728893,0.8481330725050512,29.22098386547257,4.799583691984295,2.480084392778044,1.0,12.229717550119856
2024-07-12,0.6249805394127214,0.6388302516640579,0.9466197486656726,29.31568367488525,1.664309426743654,2.4327449217797827,1.0,7.417698653773366
2024-07-16,0.07602498116657305,0.7421864683716418,0.784579126083908,28.664082908767284,1.5636128857477578,2.439569094675357,1.0,4.499061658022673
2024-07-17,0.21240120334548804,0.9806246547949822,0.9116201536552582,28.73692658510936,1.515479476605713,2.440473409026799,0.0,1.0
2024-07-18,0.9368856335433903,0.9969620571728713,0.9871297617751525,28.639193146567003,1.5231066853695023,2.388482757061809,1.0,25.773715543656856
2024-07-19,0.4651261190065124,0.9864742815881038,0.9218748859966587,28.656048145156788,1.5249449647352915,2.38236271911231,1.0,15.632548691939949
2024-07-22,0.01753304948000478,0.923683091977358,0.6128194943606832,28.61656890963673,1.5938436737664747,2.354738203684509,1.0,9.481620071112202
2024-07-23,0.21586322742355835,0.5493219972689062,0.16604045587852123,28.55173282508757,1.710628675354104,2.355998298158013,1.0,5.750893276876229
