Date,Prob_A,Prob_B,Prob_C,RMT_Raw_L,E_pot,Market_Price_A,Target,Weight
2025-03-03,0.05355346007746553,0.3383948028612125,0.6832836952718574,51.06848744738548,3.003641547659134,2.3034124157525406,0.0,1.0
2025-03-04,0.11093062519705889,0.1980540814118703,0.10062640806773399,51.22070816905955,2.8332764081957604,2.2826325146822297,0.0,1.0
2025-03-05,0.17314767793528707,0.1854044895100541,0.25244244604228855,51.17798032198266,2.2580965538981115,2.2881365110790544,0.0,1.0
2025-03-06,0.024679335414939538,0.14001681056296658,0.6994234510208833,51.137992681502034,2.443699008328893,2.306852895932116,0.0,1.0
2025-03-07,0.016720412530211542,0.0035610389484074956,0.0011266657938743044,51.09144088081932,2.840577708952268,2.2661508441832856,0.0,1.0
2025-03-10,0.00588849642131763,0.0001899604547302197,3.749020559363968e-05,50.93336102714226,2.2537390686446077,2.265748184926685,0.0,1.0
2025-03-11,0.014488176410867625,0.0009324232078828537,0.009025408177836874,50.7875579182732,2.244476851857789,2.2417856180841143,0.0,1.0
2025-03-12,0.05650401672831149,0.10902841849644175,0.048204910879166306,50.78414200252834,2.0673356733055197,2.2562202604403216,0.0,1.0
2025-03-13,0.2767275982879107,0.052878925086127966,0.0257490786414512,50.729710645618034,2.0961739133181645,2.258123997542845,0.0,1.0
2025-03-14,0.2596968056386574,0.015512357764716433,0.06795190805798396,50.7756242999704,1.4540084708802352,2.27084656034747,0.0,1.0
2025-03-17,0.10664631431151213,0.008044398183596717,0.15382260591246802,50.73075253311649,1.6438702688598672,2.291579113246038,0.0,1.0
2025-03-18,0.4478194161804442,0.9422562966495766,0.8636875174917797,50.77674265261816,1.7182831108119516,2.324597363624441,0.0,1.0
2025-03-19,0.5640950297076549,0.9185196099072874,0.3183060899520234,50.780500746428494,1.9144361164374444,2.332252496334421,0.0,1.0
2025-03-21,0.0475755925153848,0.9055208003182278,0.889605400112995,50.77723983473452,1.838546171578904,2.338264958595446,0.0,1.0
2025-03-24,0.024532119259387943,0.8971407106353665,0.908036074198233,50.69176150918378,1.6530735968172516,2.3298234210972626,0.0,1.0
2025-03-25,0.9314200317838434,0.9891871726739138,0.9786182141972015,50.62822789710757,1.3895798283612415,2.337994185091953,1.0,21.087258193496524
2025-03-26,0.9685660968859522,0.986130327631983,0.9814269779784148,50.66204544224838,1.2214543663223223,2.354507173678646,1.0,12.79006862363208
2025-03-27,0.4393527431924871,0.9774659747552052,0.9799810805609108,50.7019085237596,1.2263158628555426,2.3517294276045724,1.0,7.757568760061419
2025-03-28,0.8782275478530023,0.9632759300855811,0.8856730252083462,50.68871725925993,1.4919366146084392,2.2988946337768663,1.0,4.705203297806168
2025-03-31,0.005498628475694221,0.0003766579650316812,0.0004441283477043048,50.93848386489724,2.713107297220373,2.209524434166509,1.0,2.853850060300434
2025-04-01,0.07062694686421321,0.02005582760856643,0.0023277089594622917,51.62109173602415,2.704228018367929,2.2159146128433536,1.0,1.7309475597949608
2025-04-02,0.04302351145000989,0.018194108829824734,0.000863490504997258,51.63314632460067,2.263471523882472,2.209382634914902,1.0,1.0498727653704103
2025-04-03,0.9090334995505615,0.08420382424236968,0.1028134517626906,51.582017285933134,4.053096448897252,2.1373236951579093,0.0,1.0
2025-04-04,0.7860511088039407,0.0816963935245435,0.08041265808712163,51.6626436215553,4.9337924497669965,2.0702870886386937,0.0,1.0
2025-04-07,0.007020193578886794,0.0010898421584397788,0.00509440675871022,51.400844587967086,9.140694305700174,1.9082919420857232,0.0,1.0
2025-04-08,0.09416583035767369,0.13969295310677549,0.026320092708964935,53.78601383253151,4.294399179635279,2.031026119145872,0.0,1.0
2025-04-09,0.021255690797824977,0.0008348368898333342,0.0012834438894088107,54.66077948755482,5.525560347943119,1.9573063681602352,0.0,1.0
2025-04-10,0.11358516383659045,0.0061216236712478035,0.004011647908491949,55.21245751010203,1.288255100458996,2.1251437192117053,0.0,1.0
2025-04-11,0.029628201115620402,0.00032193095045790157,0.0005014093834245092,57.24295360200748,2.3182153224936144,2.048311835007174,0.0,1.0
2025-04-14,0.037780632224792644,0.00021738774059535318,0.0077140438580508295,57.50456673130374,1.884087453431178,2.06730999795695,0.0,1.0
2025-04-15,0.08858868763354857,0.00018985651518052714,0.002111946629064528,57.59640028209713,1.3429022304772789,2.0936235824263085,0.0,1.0
2025-04-16,0.05832411153694589,0.0001202811413890003,0.007204893423466428,57.604808042638375,1.3964285308851736,2.0790470127806997,0.0,1.0
2025-04-17,0.0015069268323991598,8.592565613235998e-05,0.00014203986846025851,56.819374101915386,1.1953893242189786,2.107447781484416,0.0,1.0
2025-04-18,0.003981233742061917,8.467497411741112e-05,0.001084368661334,50.63746422728983,1.2555295049873998,2.133948742996376,0.0,1.0
2025-04-21,0.0003323542610172812,9.408795316992405e-05,0.00042365347591950895,47.29976536066518,1.3500828794819852,2.1050831851520964,0.0,1.0
2025-04-22,0.0016433636223855447,0.0017184352712668485,0.00015395027435673734,47.63615138204429,1.4018046991142568,2.1060585271839427,0.0,1.0
2025-04-23,0.004056336581539143,0.0028777241860342513,0.0009866703795223025,47.842704024864574,0.9304133706782116,2.152978257451586,0.0,1.0
2025-04-24,0.02855450466693273,0.04207607477655038,0.0004882693341578044,48.20559232671667,0.6193104087688317,2.1641260575650816,0.0,1.0
2025-04-25,0.00704023571271434,0.0015904009998580371,0.0001346998349106505,47.65697964793732,0.501925916498121,2.1969551267661465,0.0,1.0
2025-04-28,0.00931431351456635,0.0008972875078601169,0.0002079144289328837,47.66997978911648,0.8904588242952711,2.2163118319242394,0.0,1.0
2025-04-30,0.013312496690004262,0.013100552151356798,0.0026721032455587226,47.51522938380421,0.9341375766642084,2.22964556457618,0.0,1.0
