Date,target,code,NetSales,OperatingProfit,Profit,TotalAssets,Equity,ROE,SelfCapitalRatio
2024-02-21,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-02-22,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-02-26,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-02-27,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-02-28,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-02-29,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-01,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-04,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-05,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-06,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-07,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-08,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-11,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-12,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-13,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-14,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-15,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-18,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-19,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-21,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-22,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-25,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-26,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-27,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-28,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-03-29,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-01,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-02,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-03,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-04,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-05,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-08,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-09,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-10,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-11,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-12,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-15,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-16,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-17,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-18,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-19,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-22,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-23,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-24,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-25,1,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-26,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-04-30,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-05-01,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-05-02,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-05-07,0,4689,1346840000000.0,174280000000.0,122448000000.0,8983716000000.0,3428124000000.0,0.03571866128529773,0.3815930957746215
2024-05-08,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-09,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-10,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-13,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-14,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-15,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-16,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-17,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-20,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-21,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-22,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-23,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-24,0,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-27,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-28,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-29,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-30,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-05-31,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-03,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-04,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-05,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-06,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-07,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-10,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-11,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-12,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-13,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-14,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-17,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-18,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-19,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-20,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-21,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-24,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-25,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-26,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-27,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-06-28,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-01,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-02,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-03,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-04,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-05,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-08,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-09,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-10,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-11,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-12,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-16,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-17,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-18,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-19,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-22,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-23,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-24,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-25,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-26,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-29,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-30,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-07-31,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-08-01,1,4689,1814663000000.0,208191000000.0,113199000000.0,9043969000000.0,3446985000000.0,0.032840003655368384,0.3811363130501664
2024-08-02,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-05,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-06,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-07,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-08,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-09,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-13,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-14,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-15,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-16,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-19,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-20,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-21,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-22,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-23,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-26,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-27,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-28,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-29,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-08-30,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-02,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-03,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-04,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-05,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-06,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-09,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-10,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-11,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-12,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-13,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-17,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-18,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-19,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-20,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-24,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-25,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-26,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-27,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-09-30,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-01,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-02,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-03,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-04,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-07,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-08,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-09,0,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-10,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-11,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-15,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-16,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-17,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-18,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-21,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-22,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-23,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-24,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-25,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-28,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-29,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-30,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-10-31,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-11-01,1,4689,463085000000.0,106802000000.0,51527000000.0,8968078000000.0,3463946000000.0,0.01487523188871882,0.38625288495483645
2024-11-05,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-06,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-07,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-08,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-11,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-12,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-13,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-14,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-15,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-18,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-19,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-20,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-21,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-22,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-25,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-26,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-27,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-28,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-11-29,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-02,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-03,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-04,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-05,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-06,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-09,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-10,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-11,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-12,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-13,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-16,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-17,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-18,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
2024-12-19,1,4689,925293000000.0,172659000000.0,87254000000.0,8884696000000.0,3327206000000.0,0.026224405702562452,0.37448732066915963
