Date,target,Close,MAdivergence,RSI,Volatility,Momentum,code,ROE,SelfCapitalRatio,OpProfitMargin,EPS,BPS,PER,PBR
2023-09-01,1,572.7,,58.98366606170598,,,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.748601365789193,1.0446807389528567
2023-09-04,0,575.5,,54.95016611295679,,,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.791374342608137,1.049788310227639
2023-09-05,0,574.8,0.02805142403365307,53.590785907859036,,,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.7806810984034,1.0485114174089434
2023-09-06,0,585.8,0.04579503988231669,58.85042455911164,0.01944640458010444,0.04607142857142854,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.948717793049255,1.0685768759884464
2023-09-07,1,574.9,0.025530336004338117,52.989821882951645,0.019842098891994155,0.019507004788082982,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.782208704718363,1.0486938306687572
2023-09-08,1,572.3,0.018762460837368208,53.53470437017994,0.018246882564418428,0.05395948434622455,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.742490940529343,1.0439510859136019
2023-09-11,1,576.8,0.02558996315841869,48.43081312410839,0.017186589465366237,0.02889760970388866,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.811233224702647,1.0521596826052166
2023-09-12,0,600.1,0.06430147345719754,58.349328214971194,0.018870540331370755,0.0636299184686282,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.167165496088868,1.0946619721418007
2023-09-13,0,595.6,0.05356258402320804,61.99864038069341,0.018814279565907734,0.06604617862896012,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.098423211915563,1.0864533754501857
2023-09-14,0,609.1,0.07412919882059178,77.09867452135488,0.01914782069567947,0.07709991158267027,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.304650064435476,1.1110791655250305
2023-09-15,0,617.3,0.08430645138625406,78.67595818815325,0.019122751732310424,0.09976839479779076,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.429913782262386,1.1260370528297508
2023-09-19,0,620.1,0.08625582454542272,78.49613492621218,0.017967817434311407,0.06693048864418438,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.47268675908133,1.1311446241045335
2023-09-20,0,615.6,0.0752387672831183,73.44931921331312,0.017816355508879157,0.07247386759581875,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.403944474908027,1.1229360274129188
2023-09-21,0,628.2,0.0920659203115222,77.41707833450948,0.017232172842116374,0.12118507942173862,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.59642287059328,1.1459200981494404
2023-09-22,0,620.3,0.07201122647900567,74.42333785617362,0.014413451707059965,0.1583566760037347,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.475741971711255,1.1315094506241608
2023-09-25,0,614.3,0.05585386143787252,73.77269670477463,0.014691801695726196,0.14822429906542056,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.384085592813516,1.120564655035341
2023-09-26,0,607.4,0.03910767441064771,68.98648648648643,0.015066408801305867,0.12690166975881256,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.278680757081116,1.107978140108198
2023-09-27,0,603.9,0.029576235355092056,63.596168017686026,0.01447130286433305,0.09085982658959524,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.225214536057436,1.1015936760147198
2023-09-28,0,609.9,0.035610465116279036,64.33212996389886,0.014393846982281164,0.10790190735694827,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.316870914955174,1.1125384716035398
2023-09-29,0,613.1,0.03648228293210718,66.02288984263232,0.014292747160771068,0.11818347619916114,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.36575431703397,1.118375695917577
2023-10-02,1,579.5,-0.022693083466564158,52.01183431952662,0.01845069408508607,0.06604120676968361,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.85247859520663,1.0570848406201858
2023-10-03,1,565.9,-0.04657447468089983,47.330367074527246,0.01901058796363856,0.02666908563134962,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.644724136371755,1.0322766372855274
2023-10-04,1,560.3,-0.05558289902170322,46.074715755278845,0.018240465757803193,-0.011816578483245244,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.559178182733865,1.022061494735962
2023-10-05,1,578.0,-0.026260638692156793,47.96238244514108,0.01930093349811635,0.013679410733075992,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.829564500482196,1.0543486417229808
2023-10-06,1,576.0,-0.03013322197825875,50.3013698630137,0.019302071514894326,0.01354918177019182,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.799012374182949,1.0507003765267076
2023-10-10,1,585.4,-0.01514794651449186,53.46011621764395,0.01950725625721931,0.022175659158372607,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.942607367789407,1.067847222949192
2023-10-11,1,587.9,-0.01176668347621449,52.963160704751736,0.01950259095664032,0.021546481320590782,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.980797525663464,1.0724075544445335
2023-10-12,1,601.7,0.009604413600547751,50.44994375703038,0.02000246831088403,0.04679888656924169,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-9.191607197128265,1.0975805842988193
2023-10-13,1,575.7,-0.03336624287239823,45.00752634219771,0.021602715085786733,-0.01724137931034464,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.794429555238063,1.0501531367472665
2023-10-16,1,566.2,-0.04876147467172023,39.01689708141323,0.021533054139230758,-0.015133066620281688,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.649306955316643,1.0328238770649685
2023-10-17,1,571.4,-0.03996720363985835,38.06552262090486,0.021597725176014975,-0.0015726017822820237,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.728742483694681,1.042309366575279
2023-10-18,1,576.4,-0.03154046225292864,38.76606683804627,0.021611632937586705,-0.0006934812760055475,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.805122799442797,1.051430029565962
2023-10-19,1,571.0,-0.0387334850709082,38.58751279426817,0.019985597686003477,-0.04849191801366437,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.722632058434833,1.0415797135360243
2023-10-20,1,575.0,-0.030654906403409347,35.760171306209855,0.0200235219779617,-0.034586971121558174,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.783736311033326,1.0488762439285708
2023-10-23,1,565.3,-0.04418428492201988,35.41887592788973,0.01961616966054357,-0.07190937448694812,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.63555849848198,1.0311821577266453
2023-10-24,1,569.6,-0.033796758062436774,38.041733547351555,0.019448213347161007,-0.07727199092823578,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.70124557002536,1.039025927898633
2023-10-25,1,570.9,-0.02834793619672008,39.9338113623828,0.019416892639830947,-0.07934204160619263,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.72110445211987,1.0413973002762105
2023-10-26,1,555.5,-0.05067401290604823,37.474120082815745,0.019984217829800175,-0.09762833008447047,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.485853079615675,1.0133056582649063
2023-10-27,1,561.5,-0.03602502386331629,37.474120082815745,0.019582433269655614,-0.10617637695001603,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.577509458513413,1.024250453853726
2023-10-30,1,545.8,-0.05816008172506154,33.64122508507535,0.02008877089059704,-0.12010317588263741,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.337675267064329,0.9956115720629807
2023-10-31,1,556.8,-0.035349720376158356,43.80120152921899,0.02067129518965402,-0.0936024743610614,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.505711961710183,1.0156770306424838
2023-11-01,1,551.1,-0.0414852022429698,45.77625570776257,0.020657169697779643,-0.09269015475798481,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.418638401757333,1.005279474833105
2023-11-02,1,554.4,-0.0324134512681248,48.2938114517062,0.020741223543357654,-0.08196721311475408,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.469049410151088,1.011299112406956
2023-11-06,1,568.8,-0.004424778761061982,47.28773584905659,0.0214021418804675,-0.06738809640924748,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.689024719505662,1.0375666218201236
2023-11-07,1,563.1,-0.010939212545316499,46.27813040969417,0.02138779805039973,-0.0815527646387213,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.60195115955281,1.0271690660107449
2023-11-08,1,548.6,-0.034311343937249536,39.68609865470853,0.019136449857076576,-0.0533218291630716,4755,-0.11941117160029822,0.05415247387717576,-0.12858449835526317,-65.46189225623014,548.2057614789089,-8.380448243883274,1.0007191433377634
2023-11-09,1,550.6,-0.029745541693099307,39.51658234963463,0.01863146166822417,-0.02703657890086575,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.653512736379032,1.0417923265819942
2023-11-10,1,554.0,-0.023320428469680736,35.761194029850714,0.018586355708866742,-0.011243976441192127,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.688423639582244,1.048225479343307
2023-11-13,1,552.5,-0.024210184243246443,41.88811188811186,0.017360900661611414,-0.044117647058823484,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.673021770522003,1.045387323713316
2023-11-14,1,540.4,-0.04317402759284968,41.140109890109855,0.017826190252448634,-0.06180555555555556,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.5487800267693945,1.022492868298056
2023-11-15,1,562.1,-0.0031071983428276675,47.1314003701419,0.019433790573799927,-0.039801844892381255,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.771593732507545,1.0635515197452579
2023-11-16,1,554.5,-0.014250261325899998,43.351548269581066,0.01954135815618233,-0.05681238305834324,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.6935575959356575,1.0491715312199705
2023-11-17,1,553.0,-0.013500592256425597,44.40298507462687,0.018798189206062403,-0.0809373441914576,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.678155726875417,1.0463333755899797
2023-11-20,1,562.0,0.0035355880147137928,46.07961399276237,0.01722137101357768,-0.02379711655376071,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.770566941236861,1.0633623093699252
2023-11-21,1,584.4,0.04217937469237527,55.35014005602242,0.018707855649133975,0.03214411868597655,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.000568185869789,1.1057454334444559
2023-11-22,1,576.0,0.026862436088509807,51.75246440306681,0.018893575287129063,0.00805040252012601,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.914317719132441,1.089851761916507
2023-11-24,1,577.9,0.030139467229479237,51.91048034934498,0.018825614539591785,0.002602359472588578,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.9338267532754125,1.0934467590478285
2023-11-27,1,579.2,0.031853488206370684,57.00768775872267,0.018720795169187433,0.014360770577933613,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.947175039794289,1.0959064939271541
2023-11-28,1,589.7,0.04946005395901114,58.12211981566822,0.019005963480790897,0.02556521739130435,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.054988123215974,1.1157735833370905
2023-11-29,1,602.8,0.06991736006588464,66.66666666666669,0.019066538617896735,0.06633645851760117,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.189497779675409,1.1405601425056775
2023-11-30,1,585.7,0.03837944019345738,58.15923207227559,0.020018186794219187,0.028265449438202195,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.013916472388665,1.1082051683237815
2023-12-01,1,560.0,-0.006415715664566121,52.25773718924404,0.02195932231628012,-0.019092660711157783,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.750031115823207,1.0595781018632706
2023-12-04,1,565.0,0.0017801544691804644,52.66599597585514,0.021323222779726283,0.017101710171017137,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.801370679357343,1.069038620629907
2023-12-05,1,567.0,0.0049342804883236065,49.51716738197426,0.02123195193837709,0.009795191451469343,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.821906504770997,1.0728228281365615
2023-12-06,1,585.0,0.033963491367730456,55.510820332159035,0.02124273405553483,0.07182117991938441,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.006728933493886,1.1068806956964523
2023-12-07,1,583.2,0.028861759932256037,59.301075268817215,0.02096716633240069,0.0474137931034484,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.988246690621597,1.1034749089404632
2023-12-08,1,579.6,0.020458466847424212,57.72921108742005,0.020883392643836634,0.0517147523135546,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.951282204877019,1.096663335428485
2023-12-11,1,589.6,0.03549776250992291,59.165808444902176,0.021088435086829897,0.06349206349206349,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.053961331945291,1.1155843729617578
2023-12-12,1,579.4,0.016826602458354625,56.62888122227698,0.020871522934646516,0.01863572433192684,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.949228622335654,1.0962849146778195
2023-12-13,1,577.6,0.01263692337900947,59.657320872274155,0.0207656591150471,0.025750310779612873,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.930746379463365,1.0928791279218304
2023-12-14,1,574.1,0.004704136419956158,53.440366972477065,0.020061384469925697,0.04648195406489242,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.89480868498947,1.086256764785185
2023-12-15,1,590.8,0.031028585389689667,59.89100817438692,0.02078022469233164,0.07301126044315276,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.066282827193483,1.1178548974657503
2023-12-18,1,581.1,0.012185945403620215,57.329160146061575,0.021126148712581727,0.0489169675090253,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.966684073937261,1.099501491058476
2023-12-19,1,577.5,0.00416620298241702,54.159957058507786,0.021170862974901377,0.045248868778280604,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.9297195881926825,1.0926899175464977
2023-12-20,1,576.6,8.325354868251575e-05,47.63349514563108,0.020597697290306118,0.06698741672834951,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.920478466756538,1.0909870241685031
2023-12-21,1,578.8,0.0027372578912718327,50.882723833543494,0.019077852426910073,0.029710016011385676,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.9430678747115575,1.095149652425823
2023-12-22,1,578.8,0.00105155380911522,50.287172941927246,0.018828849636906994,0.04382326420198379,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.9430678747115575,1.095149652425823
2023-12-25,1,569.6,-0.015990159901598966,47.0838396111786,0.01914503108073997,0.03001808318264021,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.848603077808748,1.0777422978952123
2023-12-26,1,565.4,-0.023475281178323683,42.324699936828765,0.01896071805783497,0.006049822064056798,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.805477844440073,1.0697954621312378
2023-12-27,1,578.6,-0.0002764531066417309,42.36111111111112,0.017780359305360746,-0.009924709103353746,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.941014292170192,1.0947712316751577
2023-12-28,1,584.0,0.008496235407888303,49.42058623040217,0.01762704242652436,0.01388888888888884,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-5.996461020787058,1.104988591943125
2023-12-29,1,628.0,0.08073875721926595,70.60606060606062,0.02310664370154945,0.08669319951548715,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.448249179887454,1.1882411570895248
2024-01-04,1,625.1,0.07235984354628434,68.44689993861269,0.023163909864778523,0.07924723756906071,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.418472233037655,1.1827540562048757
2024-01-05,1,648.2,0.10754194716877978,72.06521739130439,0.023958135697656046,0.09920298456842458,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.655661016565363,1.2264616529067358
2024-01-09,1,671.9,0.14264043644477092,72.90458618871907,0.024575030171097523,0.11463171864631727,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.8990105477171655,1.271304511860592
2024-01-10,1,659.8,0.1164355283017589,69.15,0.024077675812018598,0.12651528086050856,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.774768803964557,1.2484100564453318
2024-01-11,1,643.7,0.08305739514348791,65.0823529411765,0.02270441986163568,0.14946428571428583,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.6094554093846405,1.217947186016763
2024-01-12,1,654.2,0.09415558350504437,65.16431924882632,0.0227942607179119,0.15787610619469028,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.717268492806325,1.2378142754266994
2024-01-15,1,651.4,0.08335550824906866,67.50972762645918,0.022884680008926708,0.1488536155202822,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.688518337227209,1.2325163849173828
2024-01-16,1,645.9,0.06987391422456912,66.31629240324894,0.022393272253402347,0.10410256410256413,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.63204481733966,1.222109814274083
2024-01-17,1,648.3,0.06923736640717756,67.81940441882806,0.022342399908293786,0.11162551440329205,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.656687807836044,1.2266508632820683
2024-01-18,1,652.3,0.07069931125949544,65.7289002557545,0.02223339512304937,0.12543133195307088,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.697759458663353,1.2342192782953774
2024-01-19,1,651.2,0.06458806065797826,68.75334403424294,0.022119779200173502,0.10447761194029859,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.6864647546858444,1.2321379641667176
2024-01-22,1,658.6,0.0711381452688417,71.2637650760357,0.021697120515302606,0.13669313082499146,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.762447308716364,1.2461395319413393
2024-01-23,1,654.5,0.0591711763030475,70.08767405879321,0.02175670138986436,0.1331371191135733,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.720348866618373,1.2383819065526975
2024-01-24,1,661.1,0.06386060223747068,70.75138678769545,0.021646845703550577,0.1515415432851419,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.788117090483433,1.2508697913246574
2024-01-25,1,661.5,0.05968179109450787,70.81026673376954,0.021117470555525722,0.11966824644549767,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.792224255566163,1.2516266328259884
2024-01-26,1,684.7,0.08961342355360086,77.05688763516692,0.021475788406509946,0.1782825675443125,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-7.030439830364553,1.295523439903181
2024-01-29,1,654.7,0.03677732803780357,68.72117400419289,0.023633818222080025,0.13367965367965384,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.722402449159739,1.238760327303363
2024-01-30,1,651.2,0.026384642057812956,65.86538461538464,0.023691649580313303,0.1293791189732918,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.6864647546858444,1.2321379641667176
2024-01-31,1,650.5,0.020667536966836583,64.83712628290942,0.023723238908524118,0.12387698686938498,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.679277215791065,1.2308134915393885
2024-02-01,1,624.2,-0.02338127245190436,49.079457364341096,0.025393834548523547,0.07843814789219095,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.409231111601511,1.1810511628268812
2024-02-02,1,632.0,-0.01502400099744403,51.632749645054425,0.02513171038692834,0.1095505617977528,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.489320830714762,1.195809572102834
2024-02-05,1,649.3,0.006672909599439158,50.26763990267637,0.02540893619623314,0.14839051998585062,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.666955720542871,1.2285429670353956
2024-02-06,1,643.2,-0.006763643102010555,42.36295902075573,0.025313480439238853,0.11164880746629802,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.604321453031226,1.2170011341400995
2024-02-07,1,635.0,-0.022505464733228665,43.2608695652174,0.025523880445804104,0.08732876712328763,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.520124568835244,1.2014858833628157
2024-02-08,1,619.0,-0.046606906324122836,43.28439369222402,0.021336481107831283,-0.014331210191082855,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.3558379655260095,1.1712122233095794
2024-02-09,1,617.5,-0.048471699159881435,39.50829045168666,0.02132273689457674,-0.012158054711246202,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.340436096465768,1.1683740676795884
2024-02-13,1,641.7,-0.010784712715971704,47.52929190015284,0.021489438088631168,-0.010027769207034853,4755,-0.18427345531182843,0.05227038334146682,-0.12042201149513927,-97.39077732274623,528.5122437083578,-6.588919583970986,1.2141629785101085
